2026-04-18T05:15:03.973Z | 404 | GET | /api/health | 0.468ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:15:35.500Z | 404 | GET | /api/health | 0.290ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:16:07.629Z | 404 | GET | /api/health | 0.348ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:16:38.505Z | 404 | GET | /api/health | 0.419ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:16:59.900Z | 401 | GET | /api/me | 17.743ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:16:59.913Z | 401 | GET | /api/me | 6.989ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:16:59.926Z | 401 | GET | /api/me | 4.022ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:16:59.940Z | 401 | GET | /api/me | 5.987ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:17:10.020Z | 404 | GET | /api/health | 0.338ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:17:41.535Z | 404 | GET | /api/health | 0.434ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:18:13.065Z | 404 | GET | /api/health | 0.389ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:18:44.597Z | 404 | GET | /api/health | 0.416ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:19:16.173Z | 404 | GET | /api/health | 0.354ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:19:47.726Z | 404 | GET | /api/health | 0.203ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:20:19.238Z | 404 | GET | /api/health | 0.590ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:20:25.163Z | 401 | GET | /api/me | 3.776ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:20:25.171Z | 401 | GET | /api/me | 1.990ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:20:25.180Z | 401 | GET | /api/me | 3.579ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:20:25.188Z | 401 | GET | /api/me | 2.394ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:20:50.777Z | 404 | GET | /api/health | 0.299ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:21:22.256Z | 404 | GET | /api/health | 0.314ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:21:52.914Z | 401 | GET | /api/me | 0.296ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:21:52.918Z | 401 | GET | /api/me | 0.361ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:21:53.834Z | 404 | GET | /api/health | 0.283ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:22:25.296Z | 404 | GET | /api/health | 0.586ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:22:56.816Z | 404 | GET | /api/health | 0.366ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:23:28.322Z | 404 | GET | /api/health | 0.239ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:23:59.870Z | 404 | GET | /api/health | 0.546ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:24:31.373Z | 404 | GET | /api/health | 0.240ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:25:02.885Z | 404 | GET | /api/health | 0.278ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:25:34.415Z | 404 | GET | /api/health | 0.395ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:26:06.000Z | 404 | GET | /api/health | 0.208ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:26:37.506Z | 404 | GET | /api/health | 0.255ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:27:09.374Z | 404 | GET | /api/health | 0.257ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:27:41.327Z | 404 | GET | /api/health | 0.299ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:28:12.828Z | 404 | GET | /api/health | 0.526ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:28:44.337Z | 404 | GET | /api/health | 0.369ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:29:15.854Z | 404 | GET | /api/health | 0.594ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:29:48.219Z | 404 | GET | /api/health | 0.256ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:30:19.734Z | 404 | GET | /api/health | 0.417ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:30:51.285Z | 404 | GET | /api/health | 0.238ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:31:22.821Z | 404 | GET | /api/health | 0.511ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:31:54.399Z | 404 | GET | /api/health | 0.232ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:32:25.900Z | 404 | GET | /api/health | 0.421ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:32:57.450Z | 404 | GET | /api/health | 0.401ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:33:28.996Z | 404 | GET | /api/health | 0.225ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:34:00.559Z | 404 | GET | /api/health | 0.230ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:34:13.776Z | 401 | GET | /api/me | 0.461ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:34:13.797Z | 401 | GET | /api/me | 0.559ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:34:32.074Z | 404 | GET | /api/health | 0.262ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:35:03.598Z | 404 | GET | /api/health | 0.396ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:35:05.206Z | 401 | GET | /api/me | 0.439ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:35:05.348Z | 401 | GET | /api/me | 0.296ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:35:35.144Z | 404 | GET | /api/health | 0.735ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:35:37.240Z | 401 | GET | /api/me | 2.913ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:35:37.246Z | 401 | GET | /api/me | 1.628ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:35:37.252Z | 401 | GET | /api/me | 1.438ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:35:37.259Z | 401 | GET | /api/me | 2.236ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Invalid or expired token
2026-04-18T05:36:06.688Z | 404 | GET | /api/health | 0.328ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:36:38.276Z | 404 | GET | /api/health | 0.262ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:37:08.981Z | 404 | GET | /api/health | 0.398ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:37:41.395Z | 404 | GET | /api/health | 0.354ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:38:12.996Z | 404 | GET | /api/health | 0.780ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:38:44.575Z | 404 | GET | /api/health | 0.272ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:39:16.138Z | 404 | GET | /api/health | 0.231ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:39:37.114Z | 401 | GET | /api/me | 0.435ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:39:37.119Z | 401 | GET | /api/me | 0.339ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:39:47.686Z | 404 | GET | /api/health | 0.319ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:40:09.934Z | 401 | GET | /api/me | 0.372ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:40:09.940Z | 401 | GET | /api/me | 0.288ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:40:19.262Z | 404 | GET | /api/health | 0.264ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:40:50.844Z | 404 | GET | /api/health | 0.310ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:41:13.056Z | 401 | GET | /api/me | 0.260ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:41:13.060Z | 401 | GET | /api/me | 0.226ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T05:41:22.405Z | 404 | GET | /api/health | 0.338ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:41:54.018Z | 404 | GET | /api/health | 0.245ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:42:25.583Z | 404 | GET | /api/health | 0.201ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:42:57.151Z | 404 | GET | /api/health | 0.375ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:43:28.734Z | 404 | GET | /api/health | 0.635ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:44:00.311Z | 404 | GET | /api/health | 0.266ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:44:31.872Z | 404 | GET | /api/health | 0.283ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:45:03.458Z | 404 | GET | /api/health | 0.231ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:45:34.977Z | 404 | GET | /api/health | 0.411ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:46:06.495Z | 404 | GET | /api/health | 0.255ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:46:38.066Z | 404 | GET | /api/health | 0.448ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:47:09.654Z | 404 | GET | /api/health | 0.291ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:47:41.217Z | 404 | GET | /api/health | 0.282ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:48:12.808Z | 404 | GET | /api/health | 0.505ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:48:44.948Z | 404 | GET | /api/health | 0.275ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:49:15.979Z | 404 | GET | /api/health | 0.584ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:49:47.607Z | 404 | GET | /api/health | 0.349ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:50:19.222Z | 404 | GET | /api/health | 0.228ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:50:50.756Z | 404 | GET | /api/health | 0.382ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:51:22.346Z | 404 | GET | /api/health | 1.099ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:51:53.933Z | 404 | GET | /api/health | 0.380ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:52:25.544Z | 404 | GET | /api/health | 0.255ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:52:57.121Z | 404 | GET | /api/health | 0.492ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:53:28.696Z | 404 | GET | /api/health | 0.259ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:54:00.292Z | 404 | GET | /api/health | 0.294ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:54:31.934Z | 404 | GET | /api/health | 1.006ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:55:03.498Z | 404 | GET | /api/health | 0.499ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:55:35.056Z | 404 | GET | /api/health | 0.658ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:56:06.683Z | 404 | GET | /api/health | 0.327ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:56:38.278Z | 404 | GET | /api/health | 0.610ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:57:09.838Z | 404 | GET | /api/health | 0.767ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:57:41.401Z | 404 | GET | /api/health | 0.276ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:58:12.982Z | 404 | GET | /api/health | 0.254ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:58:44.617Z | 404 | GET | /api/health | 0.646ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:59:16.507Z | 404 | GET | /api/health | 0.320ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T05:59:47.772Z | 404 | GET | /api/health | 0.404ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:00:19.401Z | 404 | GET | /api/health | 0.289ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:00:51.018Z | 404 | GET | /api/health | 0.307ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:01:22.600Z | 404 | GET | /api/health | 0.224ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:01:54.209Z | 404 | GET | /api/health | 0.492ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:02:25.792Z | 404 | GET | /api/health | 1.057ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:02:57.299Z | 404 | GET | /api/health | 0.245ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:03:28.941Z | 404 | GET | /api/health | 0.302ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:04:00.567Z | 404 | GET | /api/health | 0.345ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:04:32.155Z | 404 | GET | /api/health | 0.255ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:05:03.728Z | 404 | GET | /api/health | 0.259ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:05:35.295Z | 404 | GET | /api/health | 0.334ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:06:06.886Z | 404 | GET | /api/health | 0.243ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:06:38.439Z | 404 | GET | /api/health | 0.306ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:07:10.033Z | 404 | GET | /api/health | 0.503ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:07:41.596Z | 404 | GET | /api/health | 0.262ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:08:13.125Z | 404 | GET | /api/health | 0.271ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:08:44.757Z | 404 | GET | /api/health | 0.719ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:09:16.338Z | 404 | GET | /api/health | 0.217ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:09:47.956Z | 404 | GET | /api/health | 0.849ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:10:19.507Z | 404 | GET | /api/health | 0.358ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:10:50.926Z | 404 | GET | /api/health | 0.248ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:11:22.368Z | 404 | GET | /api/health | 0.451ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:11:54.212Z | 404 | GET | /api/health | 0.208ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:12:25.767Z | 404 | GET | /api/health | 0.220ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:12:57.330Z | 404 | GET | /api/health | 0.291ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:13:28.916Z | 404 | GET | /api/health | 0.426ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:14:00.471Z | 404 | GET | /api/health | 0.232ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:14:32.217Z | 404 | GET | /api/health | 0.269ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:15:03.785Z | 404 | GET | /api/health | 0.421ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:15:35.368Z | 404 | GET | /api/health | 0.254ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:16:06.938Z | 404 | GET | /api/health | 0.254ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:16:38.484Z | 404 | GET | /api/health | 0.191ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:17:10.053Z | 404 | GET | /api/health | 0.274ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:17:41.639Z | 404 | GET | /api/health | 0.229ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:18:13.232Z | 404 | GET | /api/health | 1.770ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:18:44.768Z | 404 | GET | /api/health | 0.397ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:19:16.376Z | 404 | GET | /api/health | 0.260ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:19:47.857Z | 404 | GET | /api/health | 0.231ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:20:19.610Z | 404 | GET | /api/health | 0.329ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:20:51.145Z | 404 | GET | /api/health | 0.230ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:21:22.555Z | 404 | GET | /api/health | 0.226ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:21:54.214Z | 404 | GET | /api/health | 0.201ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:22:25.808Z | 404 | GET | /api/health | 0.345ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:22:57.377Z | 404 | GET | /api/health | 0.302ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:23:28.981Z | 404 | GET | /api/health | 0.440ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:23:57.748Z | 401 | GET | /api/me | 1.823ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:23:57.754Z | 401 | GET | /api/me | 0.551ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:00.509Z | 404 | GET | /api/health | 0.271ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:24:03.643Z | 401 | GET | /api/me | 0.204ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:03.652Z | 401 | GET | /api/me | 0.286ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:06.717Z | 401 | GET | /api/me | 0.299ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:06.727Z | 401 | GET | /api/me | 0.318ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:06.733Z | 401 | GET | /api/me | 0.248ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:06.739Z | 401 | GET | /api/me | 0.238ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:07.544Z | 401 | GET | /api/me | 0.218ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:07.556Z | 401 | GET | /api/me | 0.425ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:08.744Z | 401 | GET | /api/me | 1.647ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:08.750Z | 401 | GET | /api/me | 0.223ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:08.755Z | 401 | GET | /api/me | 0.294ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:08.760Z | 401 | GET | /api/me | 0.354ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:10.025Z | 401 | GET | /api/me | 0.483ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:10.048Z | 401 | GET | /api/me | 0.389ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:11.922Z | 401 | GET | /api/me | 0.254ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:11.929Z | 401 | GET | /api/me | 0.232ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:11.932Z | 401 | GET | /api/me | 0.229ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:11.936Z | 401 | GET | /api/me | 0.232ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:12.398Z | 401 | GET | /api/me | 0.252ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:12.414Z | 401 | GET | /api/me | 0.727ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:15.248Z | 401 | GET | /api/me | 0.442ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:15.253Z | 401 | GET | /api/me | 0.406ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:15.257Z | 401 | GET | /api/me | 0.329ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:15.262Z | 401 | GET | /api/me | 0.274ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:16.331Z | 401 | GET | /api/me | 0.239ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:16.344Z | 401 | GET | /api/me | 0.208ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:18.770Z | 401 | GET | /api/me | 0.425ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:18.779Z | 401 | GET | /api/me | 0.249ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:24:32.066Z | 404 | GET | /api/health | 0.297ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:25:03.644Z | 404 | GET | /api/health | 0.247ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:25:22.027Z | 401 | GET | /api/me | 0.343ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
